Url,Name,Description,Tag
"https://www.youtube.com/user/cafemusicbgmchannel","咖啡时光","YouTube知名咖啡音乐频道,极好的居家办公娱乐BGM","音乐;每日常逛;"
"https://wallhaven.cc/","Wallhaven","据说是互联网上最好的壁纸站","壁纸;每日常逛;"
"http://listen1.github.io/listen1/","Listen1","曲库最丰富的互联网音乐播放器Listen 1可以搜索和播放来自网易云音乐,QQ音乐,酷狗音乐,酷我音乐,Bilibili,咪咕音乐网站的歌曲，让你的曲库更全面","音乐;每日常逛;"
"https://www.tree.fm/","森林的声音","随机森林白噪音,支持下载","音乐;"
"https://www.codingfont.com/","编程字体","挑选自己喜欢的编程字体","资源集市;"
"http://pf.bigpixel.cn/zh-CN/city/1.html","大像素","千亿像素看世界","摄影;"

"https://atelier-anchor.com/typefaces/smiley-sans/","得意黑","得意黑,开源弧线窄斜中文字体","字体;"
"https://www.dtshot.com/","DT Shot","无损音乐下载论坛","音乐;bbs;"
"https://rutracker.org/","rutracker","知名俄罗斯资源破解网站,未注册状态查找资源,可以通过 adobe site:rutracker.org 搜索abobe相关资源","游戏;资源集市;"
"http://web.airdroid.com/","Airdroid","电脑通过网页与自己的手机建立连接","工具;手机;"
"https://panzoid.com/","Panzoid","制作简单的视频片头","工具;"
"https://free.apprcn.com/","反斗限免","游戏App软件限时免费消息","游戏;手机;每日常逛;"
"https://frp.v2fy.com/","树莓派内网穿透文件服务","zhaoolee用Node.js http-server在树莓派搭建的网站,包含各种精简版软件,公网可访问","极客;"
"https://winworldpc.com/library/operating-systems","上古操作系统软件博物馆","收录上古的各类操作系统及软件安装包","极客;"
"https://www.torrentmac.net/","一个更新很快的Mac软件纯种子站","资源网站的尽头是种子","资源集市;"
"https://bbs.nga.cn/thread.php?fid=722","NGA玩家论坛手机研究所","游戏BBS的手机讨论区,水军海军少一些","手机;bbs;"
"https://www.rcuts.com/","快捷指令","iOS快捷指令分享站","手机;"
"https://twopots-design.com/","Two Pots","神级对比色配色作品","设计;"
"https://juejin.cn/pin/club/6824710203196309518","掘金优秀开源项目专题","掘金沸点优秀开源项目自荐,主要是一些中文开源项目","极客;聚合;"
"https://openingsource.org/weekly/","开源周报","一个中文开源项目周报","信息流;聚合;"
"https://eleduck.com/","电鸭社区","一个远程工作社区,提供各种各样的远程工作机会","bbs;"
"https://readspike.com/","Readspike","Simple news aggregator一个海外外多平台热榜聚合站","信息流;"
"https://www.buzzing.cc/","Buzzing","用中文浏览国外社交媒体里的热门讨论,母语快速导读,感兴趣再进原文深度阅读","信息流;每日常逛;"
"https://moyuduck.com/","摸鱼鸭","三甲医院ICU躺一天平均费用大概一万块。你晚一天进 ICU,就等于为你的家庭多赚一万块。少上班,多摸鱼。上班是帮老板赚钱,摸鱼是赚老板的钱！最后，祝愿天下所有摸鱼人,都能愉快的渡过每一天!","信息流;"
"https://www.solidot.org/","奇客","一个开源新闻平台","信息流;"
"https://learnku.com/","LearnKu","终身编程者的知识社区","bbs;"
"https://portrait.tuchong.com/","图虫人像摄影精选","摄影摆POSE可借鉴素材库","摄影;"
"https://karsh.org/","Yousuf Karsh","加拿大摄影师优素福·卡什,20世纪享誉世界的人像摄影大师,专拍时代脸孔的巨匠,拍摄了数以百计20世纪重要人物的肖像,包括著名的政治家、作家、诗人、音乐家、画家、演员，以及普通民众等，被誉为“摄影界的伦勃朗”。","摄影;"
"https://500px.com/popular","500px","展示500px当前最受欢迎的摄影作品","摄影;"
"https://bbs.fengniao.com/jinghua-101.html#p=2","蜂鸟","蜂鸟精选人像摄影","摄影;"
"https://www.ippawards.com/","iPhone摄影大赛","iPhone Photography Awards (IPPAWARDS) is the first and the longest running iPhone photography competition since 2007. ","摄影;手机;"
"https://www.worldpressphoto.org/","世界新闻摄影奖","Connecting the world to the stories that matter.","摄影;"
"https://wasmweekly.news/subscribe/","Web Assembly周刊订阅服务","在网站提交自己的电子邮箱,进行内容订阅,服务会每周给你发送一封邮件，介绍本周值得关注的 WebAssembly 消息。","极客;"
"https://sci-hub.se/","Sci-Hub","一个非营利性的网站,提供了对学术论文的免费访问,通过Sci-Hub,你可以免费下载任何论文,而不需要付费或者访问学校的图书馆。","极客;"
"http://www.ruanyifeng.com/blog/weekly/","科技爱好者周刊","这里记录每周值得分享的科技IT爱好者内容，每周五发布","极客;"
"https://www.discoverdev.io/","DiscoverDev","网站每天列出5到10篇当天值得阅读的软件开发相关文章,支持邮件订阅","极客;"
"https://github.com/1c7/crash-course-computer-science-chinese","计算机科学速成课","在Github建立协作小组从Youtube汉化搬运优秀课程到B站的工程","极客;"
"https://github.com/XIU2/TrackersListCollection","BT种子服务器Tracker列表","做BT种子需要优秀稳定的Tracker这个开源项目提供了大量的Tracker","极客;"
"https://github.com/EbookFoundation/free-programming-books/","程序员的免费电子书","你只需要在冰箱里放满披萨和可乐,再有一台连接互联网的计算机,就能将你的编程能力提升到任何水平","电子书;"
"https://movie.douban.com/top250","豆瓣电影Top250","豆瓣电影Top25,二级页面有很多优质影评,可用于学习创作影评","信息流;"
"https://xmsoushu.com/","熊猫搜书","一个聚合类的电子书搜索网站,在搜索结果页会对目标网站是否有套路或广告进行标识","电子书;"
"https://twitter.com/Gavmn","Gavin","一个热衷研究重制各种App图标设计及实现的设计师,在实践中塑造出独属自己的技术和审美","设计;"
"https://csdiy.wiki/","CS自学指南","网罗国内外大学优质课程的计算机科学自学指南","课程;"
"https://course.rs/about-book.html","Rust语言圣经(Rust Course)","优质的中文Rust教程","课程;"
"https://github.com/dylanaraps/pure-bash-bible","bash常用操作命令指南","收集各式各样bash操作技巧的仓库,运维老哥防加班必备","极客;"
"https://hellowebbooks.com/learn-command-line/","以手绘形式学习终端命令行","内容包含一些简单的文件增删改查的操作,适合初学者,注册登陆即可免费下载或在线查看PDF,另外也售卖Kindle电子书,内容相同与PDF版基本相同,但阅读体验更好,需要另外付费","极客;课程;"
"https://chai2010.cn/advanced-go-programming-book/","Go 高级编程","中文Go语言高级编程实体书的开源版本,在Github有开源仓库,支持在线阅读,未来高质量技术类书籍开源会是一种趋势","极客;课程;"
"https://github.com/nswbmw/node-in-debugging","Node.js 调试指南","《Node.js 调试指南》实体书的开源版","极客;课程;"
"https://github.com/goldbergyoni/nodebestpractices","Node.js最佳实践","一个收集Node最佳实践的仓库","极客;课程;"
"https://www.webdesignmuseum.org/","网页设计博物馆","截止2022年,该博物馆收集了2000多个精心挑选网站的历年设计,包含Apple、Google、Amazon、Microsoft等公司,展现了网页的设计趋势。","设计;"
"https://zh.m.wikipedia.org/zh/%E8%AE%A2%E9%98%85%E4%BA%BA%E6%95%B0%E6%9C%80%E5%A4%9A%E7%9A%84YouTube%E9%A2%91%E9%81%93","订阅人数最多的YouTube频道","如果不知道Youtube有哪些内容可查看,可以看这个Wiki动态更新列表","信息流;"
"https://musclewiki.com/","Muscle Wiki","一个专注于肌肉训练的网站,以图形化的方式锻炼身体各个部位的肌肉,适合居家健身,中文版为 musclewiki.cn","健身;"
"https://www.youtube.com/@gymmotivationmusic/videos","Gym Motivation Music","一个专注于健身音乐的Youtube频道,居家健身配乐","健身;音乐;"
"https://anothervps.com/vps/","VPS比价工具","选择各种搜索条件,看看哪个云主机最符合你的需求","极客;"
"https://ytrends.xyz/","Youtube今日热门视频","查看Youtube当前流行的视频,支持根据地区过滤","信息流;"
"https://github.com/mdibaiee/awesome-lite-websites","网站轻量版入口合集","很多网站像App一样变得越来越臃肿,这个开源项目用来收集网站的轻量版入口,比如facebook的轻量版入口是mbasic.facebook.com","信息流;"
"https://dev.tube/","DevTube/","YouTube是世界上第二大搜索引擎,仅次于Google,网站收集Youtube软件开发相关视频","极客;课程;"
"https://crashcourse.club/","Crash Course中文字幕组","Crash Course 是一个Youtube教育频道,是YouTube一亿美元原创频道计划所创造的频道之一。一群爱好者将其优秀内容翻译为中文并搬运到B站,并在网站提供了视频索引。","极客;课程;"
"https://squoosh.app/","Squoosh","Google压缩图片工具,支持离线压缩,可以精确调整图片压缩率与图片尺寸,并且可以实时对压缩图与原图进行比较","工具;"
"https://www.iflow.work/","Steam 挂刀行情站","Steam 挂刀行情站","游戏;"
"https://www.famicn.com/index.html","中文GB/GBC游戏专题","收录了部分中国大陆和台湾游戏开发商为GameBoy和GameBoy Color兼容机型开发的游戏。特别感谢SnDream提供了许多可供展示的游戏ROM,目前已收录128款游戏。","游戏;"
"https://www.pdfdrive.com/","PdfDrive","一个PDF大型数据库,通过爬虫从互联网收集各类PDF文件,书籍种类超多","电子书;"
"https://sms-activate.org/cn/getNumber","SMS Activate","付费获取虚拟手机号码。短期手机号码。手机短信激活服务","工具;"
"https://github.com/DHDAXCW/NanoPi-R4S-R4SE","NanoPi R4S固件","zhaoolee自用的R4S科学上网小盒子固件","极客;"
"https://chat.openai.com/chat","ChatGPT","OpenAI的聊天机器人,目前最强大的通用AI,注册方法可参考https://mirror.xyz/boxchen.eth/9O9CSqyKDj4BKUIil7NC1Sa1LJM-3hsPqaeW_QjfFBc","工具;"
"https://1024tools.com/",1024程序员开发工具箱,"有 JSON 格式化、Base64编码解码、随机数、IP查询、代码高亮等等功能",工具;
"http://courier.toptopn.com/",网页更新监控,"监控网页任一部分变化并提醒,适用于追踪价格变化","浏览器扩展;"
"https://github.com/public-apis/public-apis","public-apis","汇集了各种开发的 API ，涵盖了音乐、新闻、书籍、日历、地理编码、机器学习、区块链等","API;"
"https://github.com/TonnyL/Awesome_APIs","Awesome_APIs ","Awesome_APIs 提供的 API 包含了国内可用的接口，而且提供了注释，对开发者更友好，更实用","API;"
"https://github.com/helloxz/onenav","OneNav ","OneNav是一款开源免费的书签（导航）管理程序,将浏览器书签集中式管理","导航;Docker项目;"
"https://github.com/jaywcjlove/reference","OneNav ","为开发人员准备的速查表，涉及C、Docker、Java、JSON、Golang、Python、Swift、CSS、JavaScript、正则表达式等。","工具;"
"https://github.com/Ryujinx/Ryujinx","Ryujinx  ","用 C# 编写的实验性 Nintendo Switch 模拟器","游戏"
"https://github.com/gotify","gotify  ","基于 Go 语言开发的一款简易发送和接受消息的开源软件，包含自带 webUI 的服务器端，Android 端，命令行工具。 ","信息推送;"
"https://wenkexia.github.io/","arts_blog","我的hexo博客","我的站点;博客;"
"https://blog.laoda.de/","咕咕鸽博客","服务器折腾不完全指南，不定期分享一些好玩的东西，比如Docker自建项目、博客搭建等等；也会分享一些自己购买过的VPS，帮助大家避坑；还会不定期推荐一些好用的网站或者在线工具。","博客;"
"https://www.futurepedia.io/","Futurepedia","收录各种人工智能AI工具，有文本、图片、代码、设计等类别","聚合;工具;"
"https://www.zyfou.com/site","资源否网址导航","分享互联网软件、源码、线报、网课等资源。","聚合;"
"https://bar.ssstab.com/","ssstab","在线工具的聚合搜索引擎,有网站，也有扩展插件","聚合;工具;"
"https://zh.wikihow.com/","WikiHow","WikiHow 是一个基于Wiki 的社区，它主要教你怎么做","聚合"
"https://lab.magiconch.com/one-last-image/","one-last-image","图片内容线稿化,开源地址https://github.com/itorr/one-last-image","图片;"
"https://feeds.pub/cn-indie","中文独立博客","博客聚合，开源地址https://github.com/timqian/chinese-independent-blogs","博客;"
"https://tools.miku.ac/","MikuTools","在线的工具集合，有关于数据换算、图片、文字处理、编程开发等小工具,开源地址https://github.com/Ice-Hazymoon/MikuTools","工具;"
"https://girigirilove.com/","弹幕网","在线免费观看的动漫网站，界面简约、干净","影视;"
"https://github.com/darlinghq/darling","Darling","可让你在 Linux 上无缝运行 macOS 系统软件。","Linux;"
"http://www.ape-flac.com/","搜无损网","一个免费提供无损音乐下载的网站，专注于Ape音乐、Flac音乐以及Wav等各类高品质无损音乐。","音乐;"
"https://mp3bst.com/","MP3BST","完全免费的音乐档案查询目录，在线音乐网站提供高音质音乐下载","音乐;"
